task_id,source_split,bench,original_task_id,dimension,model,source_model,resolved,apply_ok,graded,in_tok,out_tok,calls,cost_usd,source_status,cost_source
new64::featurebench::mlflow__mlflow.93dab383.test_tracing.0dc1e3a3.lv2,new64,featurebench,mlflow__mlflow.93dab383.test_tracing.0dc1e3a3.lv2,bug_fixing,glm-5,glm-5,1,1,1,254940,4448,15,0.217296,pass,token_log_pricing
new64::featurebench::mlflow__mlflow.93dab383.test_tracing.0dc1e3a3.lv2,new64,featurebench,mlflow__mlflow.93dab383.test_tracing.0dc1e3a3.lv2,bug_fixing,kimi-k2.5,kimi-k2.6,1,1,1,217550,2115,12,0.008309,pass,token_log_pricing
new64::featurebench::mlflow__mlflow.93dab383.test_tracing.0dc1e3a3.lv2,new64,featurebench,mlflow__mlflow.93dab383.test_tracing.0dc1e3a3.lv2,bug_fixing,MiniMax-M2.7,MiniMax-M2.5,1,1,1,99051,1889,7,0.104718,pass,token_log_pricing
new64::featurebench::mlflow__mlflow.93dab383.test_tracing.0dc1e3a3.lv2,new64,featurebench,mlflow__mlflow.93dab383.test_tracing.0dc1e3a3.lv2,bug_fixing,Qwen3-Max,qwen3.6-plus,1,1,1,65928,1078,6,0.02390316,pass,token_log_pricing
new64::featurebench::mlflow__mlflow.93dab383.test_tracing.0dc1e3a3.lv2,new64,featurebench,mlflow__mlflow.93dab383.test_tracing.0dc1e3a3.lv2,bug_fixing,qwen3.5-plus,qwen3.5-plus,1,1,1,292260,4778,15,0.03530208,pass,token_log_pricing
new64::featurebench::mwaskom__seaborn.7001ebe7.test_algorithms.1f0181c2.lv2,new64,featurebench,mwaskom__seaborn.7001ebe7.test_algorithms.1f0181c2.lv2,bug_fixing,claude-opus-4-6,claude-opus-4-6,1,1,1,205845,3128,17,1.107425,pass,token_log_pricing
new64::featurebench::mwaskom__seaborn.7001ebe7.test_algorithms.1f0181c2.lv2,new64,featurebench,mwaskom__seaborn.7001ebe7.test_algorithms.1f0181c2.lv2,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,0,1,1,244939,4200,19,0.797817,fail,token_log_pricing
new64::featurebench::mwaskom__seaborn.7001ebe7.test_algorithms.1f0181c2.lv2,new64,featurebench,mwaskom__seaborn.7001ebe7.test_algorithms.1f0181c2.lv2,bug_fixing,gpt-5.4,gpt-5.4-medium,1,1,1,34599,1153,5,0.1037925,pass,token_log_pricing
new64::featurebench::mwaskom__seaborn.7001ebe7.test_algorithms.1f0181c2.lv2,new64,featurebench,mwaskom__seaborn.7001ebe7.test_algorithms.1f0181c2.lv2,bug_fixing,glm-5,glm-5,1,1,1,254940,4448,15,0.217296,pass,token_log_pricing
new64::featurebench::mwaskom__seaborn.7001ebe7.test_algorithms.1f0181c2.lv2,new64,featurebench,mwaskom__seaborn.7001ebe7.test_algorithms.1f0181c2.lv2,bug_fixing,kimi-k2.5,kimi-k2.6,0,1,1,217550,2115,12,0.008309,fail,token_log_pricing
new64::featurebench::mwaskom__seaborn.7001ebe7.test_algorithms.1f0181c2.lv2,new64,featurebench,mwaskom__seaborn.7001ebe7.test_algorithms.1f0181c2.lv2,bug_fixing,MiniMax-M2.7,MiniMax-M2.5,1,1,1,99051,1889,7,0.104718,pass,token_log_pricing
new64::featurebench::mwaskom__seaborn.7001ebe7.test_algorithms.1f0181c2.lv2,new64,featurebench,mwaskom__seaborn.7001ebe7.test_algorithms.1f0181c2.lv2,bug_fixing,Qwen3-Max,qwen3.6-plus,1,1,1,65928,1078,6,0.02390316,pass,token_log_pricing
new64::featurebench::mwaskom__seaborn.7001ebe7.test_algorithms.1f0181c2.lv2,new64,featurebench,mwaskom__seaborn.7001ebe7.test_algorithms.1f0181c2.lv2,bug_fixing,qwen3.5-plus,qwen3.5-plus,1,1,1,292260,4778,15,0.03530208,pass,token_log_pricing
new64::featurebench::mwaskom__seaborn.7001ebe7.test_scales.d9dcdef6.lv1,new64,featurebench,mwaskom__seaborn.7001ebe7.test_scales.d9dcdef6.lv1,bug_fixing,claude-opus-4-6,claude-opus-4-6,1,1,1,205845,3128,17,1.107425,pass,token_log_pricing
new64::featurebench::mwaskom__seaborn.7001ebe7.test_scales.d9dcdef6.lv1,new64,featurebench,mwaskom__seaborn.7001ebe7.test_scales.d9dcdef6.lv1,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,0,1,1,244939,4200,19,0.797817,fail,token_log_pricing
new64::featurebench::mwaskom__seaborn.7001ebe7.test_scales.d9dcdef6.lv1,new64,featurebench,mwaskom__seaborn.7001ebe7.test_scales.d9dcdef6.lv1,bug_fixing,gpt-5.4,gpt-5.4-medium,1,1,1,34599,1153,5,0.1037925,pass,token_log_pricing
new64::featurebench::mwaskom__seaborn.7001ebe7.test_scales.d9dcdef6.lv1,new64,featurebench,mwaskom__seaborn.7001ebe7.test_scales.d9dcdef6.lv1,bug_fixing,glm-5,glm-5,1,1,1,254940,4448,15,0.217296,pass,token_log_pricing
new64::featurebench::mwaskom__seaborn.7001ebe7.test_scales.d9dcdef6.lv1,new64,featurebench,mwaskom__seaborn.7001ebe7.test_scales.d9dcdef6.lv1,bug_fixing,kimi-k2.5,kimi-k2.6,1,1,1,217550,2115,12,0.008309,pass,token_log_pricing
new64::featurebench::mwaskom__seaborn.7001ebe7.test_scales.d9dcdef6.lv1,new64,featurebench,mwaskom__seaborn.7001ebe7.test_scales.d9dcdef6.lv1,bug_fixing,MiniMax-M2.7,MiniMax-M2.5,1,1,1,99051,1889,7,0.104718,pass,token_log_pricing
new64::featurebench::mwaskom__seaborn.7001ebe7.test_scales.d9dcdef6.lv1,new64,featurebench,mwaskom__seaborn.7001ebe7.test_scales.d9dcdef6.lv1,bug_fixing,Qwen3-Max,qwen3.6-plus,0,1,1,65928,1078,6,0.02390316,fail,token_log_pricing
new64::featurebench::mwaskom__seaborn.7001ebe7.test_scales.d9dcdef6.lv1,new64,featurebench,mwaskom__seaborn.7001ebe7.test_scales.d9dcdef6.lv1,bug_fixing,qwen3.5-plus,qwen3.5-plus,1,1,1,292260,4778,15,0.03530208,pass,token_log_pricing
new64::featurebench::optuna__optuna.e7c6f1dd.test_heartbeat.5ad4d08f.lv1,new64,featurebench,optuna__optuna.e7c6f1dd.test_heartbeat.5ad4d08f.lv1,bug_fixing,claude-opus-4-6,claude-opus-4-6,0,1,1,205845,3128,17,1.107425,fail,token_log_pricing
new64::featurebench::optuna__optuna.e7c6f1dd.test_heartbeat.5ad4d08f.lv1,new64,featurebench,optuna__optuna.e7c6f1dd.test_heartbeat.5ad4d08f.lv1,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,0,1,1,244939,4200,19,0.797817,fail,token_log_pricing
new64::featurebench::optuna__optuna.e7c6f1dd.test_heartbeat.5ad4d08f.lv1,new64,featurebench,optuna__optuna.e7c6f1dd.test_heartbeat.5ad4d08f.lv1,bug_fixing,gpt-5.4,gpt-5.4-medium,1,1,1,34599,1153,5,0.1037925,pass,token_log_pricing
new64::featurebench::optuna__optuna.e7c6f1dd.test_heartbeat.5ad4d08f.lv1,new64,featurebench,optuna__optuna.e7c6f1dd.test_heartbeat.5ad4d08f.lv1,bug_fixing,glm-5,glm-5,1,1,1,254940,4448,15,0.217296,pass,token_log_pricing
new64::featurebench::optuna__optuna.e7c6f1dd.test_heartbeat.5ad4d08f.lv1,new64,featurebench,optuna__optuna.e7c6f1dd.test_heartbeat.5ad4d08f.lv1,bug_fixing,kimi-k2.5,kimi-k2.6,1,1,1,217550,2115,12,0.008309,pass,token_log_pricing
new64::featurebench::optuna__optuna.e7c6f1dd.test_heartbeat.5ad4d08f.lv1,new64,featurebench,optuna__optuna.e7c6f1dd.test_heartbeat.5ad4d08f.lv1,bug_fixing,MiniMax-M2.7,MiniMax-M2.5,1,1,1,99051,1889,7,0.104718,pass,token_log_pricing
new64::featurebench::optuna__optuna.e7c6f1dd.test_heartbeat.5ad4d08f.lv1,new64,featurebench,optuna__optuna.e7c6f1dd.test_heartbeat.5ad4d08f.lv1,bug_fixing,Qwen3-Max,qwen3.6-plus,1,1,1,65928,1078,6,0.02390316,pass,token_log_pricing
new64::featurebench::optuna__optuna.e7c6f1dd.test_heartbeat.5ad4d08f.lv1,new64,featurebench,optuna__optuna.e7c6f1dd.test_heartbeat.5ad4d08f.lv1,bug_fixing,qwen3.5-plus,qwen3.5-plus,1,1,1,292260,4778,15,0.03530208,pass,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_http_headers.aafb551e.lv1,new64,featurebench,pandas-dev__pandas.82fa2715.test_http_headers.aafb551e.lv1,bug_fixing,claude-opus-4-6,claude-opus-4-6,1,1,1,205845,3128,17,1.107425,pass,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_http_headers.aafb551e.lv1,new64,featurebench,pandas-dev__pandas.82fa2715.test_http_headers.aafb551e.lv1,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,0,1,1,244939,4200,19,0.797817,fail,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_http_headers.aafb551e.lv1,new64,featurebench,pandas-dev__pandas.82fa2715.test_http_headers.aafb551e.lv1,bug_fixing,gpt-5.4,gpt-5.4-medium,1,1,1,34599,1153,5,0.1037925,pass,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_http_headers.aafb551e.lv1,new64,featurebench,pandas-dev__pandas.82fa2715.test_http_headers.aafb551e.lv1,bug_fixing,glm-5,glm-5,1,1,1,254940,4448,15,0.217296,pass,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_http_headers.aafb551e.lv1,new64,featurebench,pandas-dev__pandas.82fa2715.test_http_headers.aafb551e.lv1,bug_fixing,kimi-k2.5,kimi-k2.6,0,1,1,217550,2115,12,0.008309,fail,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_http_headers.aafb551e.lv1,new64,featurebench,pandas-dev__pandas.82fa2715.test_http_headers.aafb551e.lv1,bug_fixing,MiniMax-M2.7,MiniMax-M2.5,1,1,1,99051,1889,7,0.104718,pass,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_http_headers.aafb551e.lv1,new64,featurebench,pandas-dev__pandas.82fa2715.test_http_headers.aafb551e.lv1,bug_fixing,Qwen3-Max,qwen3.6-plus,1,1,1,65928,1078,6,0.02390316,pass,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_http_headers.aafb551e.lv1,new64,featurebench,pandas-dev__pandas.82fa2715.test_http_headers.aafb551e.lv1,bug_fixing,qwen3.5-plus,qwen3.5-plus,0,1,1,292260,4778,15,0.03530208,fail,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_iceberg.85771c70.lv2,new64,featurebench,pandas-dev__pandas.82fa2715.test_iceberg.85771c70.lv2,bug_fixing,claude-opus-4-6,claude-opus-4-6,1,1,1,205845,3128,17,1.107425,pass,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_iceberg.85771c70.lv2,new64,featurebench,pandas-dev__pandas.82fa2715.test_iceberg.85771c70.lv2,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,0,1,1,244939,4200,19,0.797817,fail,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_iceberg.85771c70.lv2,new64,featurebench,pandas-dev__pandas.82fa2715.test_iceberg.85771c70.lv2,bug_fixing,gpt-5.4,gpt-5.4-medium,1,1,1,34599,1153,5,0.1037925,pass,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_iceberg.85771c70.lv2,new64,featurebench,pandas-dev__pandas.82fa2715.test_iceberg.85771c70.lv2,bug_fixing,glm-5,glm-5,1,1,1,254940,4448,15,0.217296,pass,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_iceberg.85771c70.lv2,new64,featurebench,pandas-dev__pandas.82fa2715.test_iceberg.85771c70.lv2,bug_fixing,kimi-k2.5,kimi-k2.6,1,1,1,217550,2115,12,0.008309,pass,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_iceberg.85771c70.lv2,new64,featurebench,pandas-dev__pandas.82fa2715.test_iceberg.85771c70.lv2,bug_fixing,MiniMax-M2.7,MiniMax-M2.5,1,1,1,99051,1889,7,0.104718,pass,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_iceberg.85771c70.lv2,new64,featurebench,pandas-dev__pandas.82fa2715.test_iceberg.85771c70.lv2,bug_fixing,Qwen3-Max,qwen3.6-plus,1,1,1,65928,1078,6,0.02390316,pass,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_iceberg.85771c70.lv2,new64,featurebench,pandas-dev__pandas.82fa2715.test_iceberg.85771c70.lv2,bug_fixing,qwen3.5-plus,qwen3.5-plus,1,1,1,292260,4778,15,0.03530208,pass,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_info.d8a64ebf.lv1,new64,featurebench,pandas-dev__pandas.82fa2715.test_info.d8a64ebf.lv1,bug_fixing,claude-opus-4-6,claude-opus-4-6,1,1,1,205845,3128,17,1.107425,pass,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_info.d8a64ebf.lv1,new64,featurebench,pandas-dev__pandas.82fa2715.test_info.d8a64ebf.lv1,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,0,1,1,244939,4200,19,0.797817,fail,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_info.d8a64ebf.lv1,new64,featurebench,pandas-dev__pandas.82fa2715.test_info.d8a64ebf.lv1,bug_fixing,gpt-5.4,gpt-5.4-medium,1,1,1,34599,1153,5,0.1037925,pass,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_info.d8a64ebf.lv1,new64,featurebench,pandas-dev__pandas.82fa2715.test_info.d8a64ebf.lv1,bug_fixing,glm-5,glm-5,1,1,1,254940,4448,15,0.217296,pass,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_info.d8a64ebf.lv1,new64,featurebench,pandas-dev__pandas.82fa2715.test_info.d8a64ebf.lv1,bug_fixing,kimi-k2.5,kimi-k2.6,0,1,1,217550,2115,12,0.008309,fail,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_info.d8a64ebf.lv1,new64,featurebench,pandas-dev__pandas.82fa2715.test_info.d8a64ebf.lv1,bug_fixing,MiniMax-M2.7,MiniMax-M2.5,1,1,1,99051,1889,7,0.104718,pass,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_info.d8a64ebf.lv1,new64,featurebench,pandas-dev__pandas.82fa2715.test_info.d8a64ebf.lv1,bug_fixing,Qwen3-Max,qwen3.6-plus,0,1,1,65928,1078,6,0.02390316,fail,token_log_pricing
new64::featurebench::pandas-dev__pandas.82fa2715.test_info.d8a64ebf.lv1,new64,featurebench,pandas-dev__pandas.82fa2715.test_info.d8a64ebf.lv1,bug_fixing,qwen3.5-plus,qwen3.5-plus,1,1,1,292260,4778,15,0.03530208,pass,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_deprecated_fields.40a2ec54.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_deprecated_fields.40a2ec54.lv1,bug_fixing,claude-opus-4-6,claude-opus-4-6,1,1,1,205845,3128,17,1.107425,pass,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_deprecated_fields.40a2ec54.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_deprecated_fields.40a2ec54.lv1,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,0,1,1,244939,4200,19,0.797817,fail,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_deprecated_fields.40a2ec54.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_deprecated_fields.40a2ec54.lv1,bug_fixing,gpt-5.4,gpt-5.4-medium,1,1,1,34599,1153,5,0.1037925,pass,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_deprecated_fields.40a2ec54.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_deprecated_fields.40a2ec54.lv1,bug_fixing,glm-5,glm-5,1,1,1,254940,4448,15,0.217296,pass,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_deprecated_fields.40a2ec54.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_deprecated_fields.40a2ec54.lv1,bug_fixing,kimi-k2.5,kimi-k2.6,0,1,1,217550,2115,12,0.008309,fail,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_deprecated_fields.40a2ec54.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_deprecated_fields.40a2ec54.lv1,bug_fixing,MiniMax-M2.7,MiniMax-M2.5,1,1,1,99051,1889,7,0.104718,pass,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_deprecated_fields.40a2ec54.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_deprecated_fields.40a2ec54.lv1,bug_fixing,Qwen3-Max,qwen3.6-plus,1,1,1,65928,1078,6,0.02390316,pass,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_deprecated_fields.40a2ec54.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_deprecated_fields.40a2ec54.lv1,bug_fixing,qwen3.5-plus,qwen3.5-plus,1,1,1,292260,4778,15,0.03530208,pass,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_experimental_arguments_schema.00dc2dd4.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_experimental_arguments_schema.00dc2dd4.lv1,bug_fixing,claude-opus-4-6,claude-opus-4-6,1,1,1,205845,3128,17,1.107425,pass,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_experimental_arguments_schema.00dc2dd4.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_experimental_arguments_schema.00dc2dd4.lv1,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,0,1,1,244939,4200,19,0.797817,fail,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_experimental_arguments_schema.00dc2dd4.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_experimental_arguments_schema.00dc2dd4.lv1,bug_fixing,gpt-5.4,gpt-5.4-medium,1,1,1,34599,1153,5,0.1037925,pass,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_experimental_arguments_schema.00dc2dd4.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_experimental_arguments_schema.00dc2dd4.lv1,bug_fixing,glm-5,glm-5,1,1,1,254940,4448,15,0.217296,pass,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_experimental_arguments_schema.00dc2dd4.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_experimental_arguments_schema.00dc2dd4.lv1,bug_fixing,kimi-k2.5,kimi-k2.6,0,1,1,217550,2115,12,0.008309,fail,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_experimental_arguments_schema.00dc2dd4.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_experimental_arguments_schema.00dc2dd4.lv1,bug_fixing,MiniMax-M2.7,MiniMax-M2.5,1,1,1,99051,1889,7,0.104718,pass,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_experimental_arguments_schema.00dc2dd4.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_experimental_arguments_schema.00dc2dd4.lv1,bug_fixing,Qwen3-Max,qwen3.6-plus,1,1,1,65928,1078,6,0.02390316,pass,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_experimental_arguments_schema.00dc2dd4.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_experimental_arguments_schema.00dc2dd4.lv1,bug_fixing,qwen3.5-plus,qwen3.5-plus,1,1,1,292260,4778,15,0.03530208,pass,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_titles.e806bda8.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_titles.e806bda8.lv1,bug_fixing,claude-opus-4-6,claude-opus-4-6,0,1,1,205845,3128,17,1.107425,fail,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_titles.e806bda8.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_titles.e806bda8.lv1,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,0,1,1,244939,4200,19,0.797817,fail,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_titles.e806bda8.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_titles.e806bda8.lv1,bug_fixing,gpt-5.4,gpt-5.4-medium,1,1,1,34599,1153,5,0.1037925,pass,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_titles.e806bda8.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_titles.e806bda8.lv1,bug_fixing,glm-5,glm-5,1,1,1,254940,4448,15,0.217296,pass,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_titles.e806bda8.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_titles.e806bda8.lv1,bug_fixing,kimi-k2.5,kimi-k2.6,0,1,1,217550,2115,12,0.008309,fail,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_titles.e806bda8.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_titles.e806bda8.lv1,bug_fixing,MiniMax-M2.7,MiniMax-M2.5,1,1,1,99051,1889,7,0.104718,pass,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_titles.e806bda8.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_titles.e806bda8.lv1,bug_fixing,Qwen3-Max,qwen3.6-plus,1,1,1,65928,1078,6,0.02390316,pass,token_log_pricing
new64::featurebench::pydantic__pydantic.e1dcaf9e.test_titles.e806bda8.lv1,new64,featurebench,pydantic__pydantic.e1dcaf9e.test_titles.e806bda8.lv1,bug_fixing,qwen3.5-plus,qwen3.5-plus,1,1,1,292260,4778,15,0.03530208,pass,token_log_pricing
new64::featurebench::pydata__xarray.97f3a746.test_coordinate_transform.6cacb660.lv2,new64,featurebench,pydata__xarray.97f3a746.test_coordinate_transform.6cacb660.lv2,bug_fixing,claude-opus-4-6,claude-opus-4-6,1,1,1,205845,3128,17,1.107425,pass,token_log_pricing
new64::featurebench::pydata__xarray.97f3a746.test_coordinate_transform.6cacb660.lv2,new64,featurebench,pydata__xarray.97f3a746.test_coordinate_transform.6cacb660.lv2,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,0,1,1,244939,4200,19,0.797817,fail,token_log_pricing
new64::featurebench::pydata__xarray.97f3a746.test_coordinate_transform.6cacb660.lv2,new64,featurebench,pydata__xarray.97f3a746.test_coordinate_transform.6cacb660.lv2,bug_fixing,gpt-5.4,gpt-5.4-medium,1,1,1,34599,1153,5,0.1037925,pass,token_log_pricing
new64::featurebench::pydata__xarray.97f3a746.test_coordinate_transform.6cacb660.lv2,new64,featurebench,pydata__xarray.97f3a746.test_coordinate_transform.6cacb660.lv2,bug_fixing,glm-5,glm-5,1,1,1,254940,4448,15,0.217296,pass,token_log_pricing
new64::featurebench::pydata__xarray.97f3a746.test_coordinate_transform.6cacb660.lv2,new64,featurebench,pydata__xarray.97f3a746.test_coordinate_transform.6cacb660.lv2,bug_fixing,kimi-k2.5,kimi-k2.6,1,1,1,217550,2115,12,0.008309,pass,token_log_pricing
new64::featurebench::pydata__xarray.97f3a746.test_coordinate_transform.6cacb660.lv2,new64,featurebench,pydata__xarray.97f3a746.test_coordinate_transform.6cacb660.lv2,bug_fixing,MiniMax-M2.7,MiniMax-M2.5,1,1,1,99051,1889,7,0.104718,pass,token_log_pricing
new64::featurebench::pydata__xarray.97f3a746.test_coordinate_transform.6cacb660.lv2,new64,featurebench,pydata__xarray.97f3a746.test_coordinate_transform.6cacb660.lv2,bug_fixing,Qwen3-Max,qwen3.6-plus,1,1,1,65928,1078,6,0.02390316,pass,token_log_pricing
new64::featurebench::pydata__xarray.97f3a746.test_coordinate_transform.6cacb660.lv2,new64,featurebench,pydata__xarray.97f3a746.test_coordinate_transform.6cacb660.lv2,bug_fixing,qwen3.5-plus,qwen3.5-plus,1,1,1,292260,4778,15,0.03530208,pass,token_log_pricing
new64::featurebench::pypa__hatch.ff4b4040.test_fmt.782c88a8.lv1,new64,featurebench,pypa__hatch.ff4b4040.test_fmt.782c88a8.lv1,bug_fixing,claude-opus-4-6,claude-opus-4-6,0,1,1,205845,3128,17,1.107425,fail,token_log_pricing
new64::featurebench::pypa__hatch.ff4b4040.test_fmt.782c88a8.lv1,new64,featurebench,pypa__hatch.ff4b4040.test_fmt.782c88a8.lv1,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,0,1,1,244939,4200,19,0.797817,fail,token_log_pricing
new64::featurebench::pypa__hatch.ff4b4040.test_fmt.782c88a8.lv1,new64,featurebench,pypa__hatch.ff4b4040.test_fmt.782c88a8.lv1,bug_fixing,gpt-5.4,gpt-5.4-medium,1,1,1,34599,1153,5,0.1037925,pass,token_log_pricing
new64::featurebench::pypa__hatch.ff4b4040.test_fmt.782c88a8.lv1,new64,featurebench,pypa__hatch.ff4b4040.test_fmt.782c88a8.lv1,bug_fixing,glm-5,glm-5,1,1,1,254940,4448,15,0.217296,pass,token_log_pricing
new64::featurebench::pypa__hatch.ff4b4040.test_fmt.782c88a8.lv1,new64,featurebench,pypa__hatch.ff4b4040.test_fmt.782c88a8.lv1,bug_fixing,kimi-k2.5,kimi-k2.6,0,1,1,217550,2115,12,0.008309,fail,token_log_pricing
new64::featurebench::pypa__hatch.ff4b4040.test_fmt.782c88a8.lv1,new64,featurebench,pypa__hatch.ff4b4040.test_fmt.782c88a8.lv1,bug_fixing,MiniMax-M2.7,MiniMax-M2.5,1,1,1,99051,1889,7,0.104718,pass,token_log_pricing
new64::featurebench::pypa__hatch.ff4b4040.test_fmt.782c88a8.lv1,new64,featurebench,pypa__hatch.ff4b4040.test_fmt.782c88a8.lv1,bug_fixing,Qwen3-Max,qwen3.6-plus,1,1,1,65928,1078,6,0.02390316,pass,token_log_pricing
new64::featurebench::pypa__hatch.ff4b4040.test_fmt.782c88a8.lv1,new64,featurebench,pypa__hatch.ff4b4040.test_fmt.782c88a8.lv1,bug_fixing,qwen3.5-plus,qwen3.5-plus,1,1,1,292260,4778,15,0.03530208,pass,token_log_pricing
new64::featurebench::pytest-dev__pytest.68016f0e.raises_group.c28bf36a.lv1,new64,featurebench,pytest-dev__pytest.68016f0e.raises_group.c28bf36a.lv1,bug_fixing,claude-opus-4-6,claude-opus-4-6,0,1,1,205845,3128,17,1.107425,fail,token_log_pricing
new64::featurebench::pytest-dev__pytest.68016f0e.raises_group.c28bf36a.lv1,new64,featurebench,pytest-dev__pytest.68016f0e.raises_group.c28bf36a.lv1,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,0,1,1,244939,4200,19,0.797817,fail,token_log_pricing
new64::featurebench::pytest-dev__pytest.68016f0e.raises_group.c28bf36a.lv1,new64,featurebench,pytest-dev__pytest.68016f0e.raises_group.c28bf36a.lv1,bug_fixing,gpt-5.4,gpt-5.4-medium,1,1,1,34599,1153,5,0.1037925,pass,token_log_pricing
new64::featurebench::pytest-dev__pytest.68016f0e.raises_group.c28bf36a.lv1,new64,featurebench,pytest-dev__pytest.68016f0e.raises_group.c28bf36a.lv1,bug_fixing,glm-5,glm-5,1,1,1,254940,4448,15,0.217296,pass,token_log_pricing
