task_id,split,dimension,model,score,cost_usd,total_tokens,latency_ms
dim2_lcb_arc186_b,train,algorithm,kimi-k2.5,0.0,0.0,2177,62561
dim2_lcb_arc186_b,train,algorithm,MiniMax-M2.7,1.0,0.0,2978,0
dim2_lcb_arc186_b,train,algorithm,Qwen3-Max,0.0,0.0,1056,25576
dim2_lcb_arc186_b,train,algorithm,qwen3.5-plus,1.0,0.0,3819,0
dim2_lcb_3487,train,algorithm,claude-opus-4-6,0.0,0.0,1745,23320
dim2_lcb_3487,train,algorithm,claude-sonnet-4-6,0.0,0.0,1462,13684
dim2_lcb_3487,train,algorithm,gpt-5.4,0.0,0.0,731,6160
dim2_lcb_3487,train,algorithm,glm-5,1.0,0.0,2511,0
dim2_lcb_3487,train,algorithm,kimi-k2.5,0.0,0.0,1307,28835
dim2_lcb_3487,train,algorithm,MiniMax-M2.7,0.0,0.0,2978,0
dim2_lcb_3487,train,algorithm,Qwen3-Max,0.0,0.0,774,9913
dim2_lcb_3487,train,algorithm,qwen3.5-plus,0.0,0.0,3819,0
dim2_lcb_abc322_a,train,algorithm,claude-opus-4-6,1.0,0.0,373,2337
dim2_lcb_abc322_a,train,algorithm,claude-sonnet-4-6,1.0,0.0,393,3153
dim2_lcb_abc322_a,train,algorithm,gpt-5.4,1.0,0.0,365,3611
dim2_lcb_abc322_a,train,algorithm,glm-5,1.0,0.0,648,10392
dim2_lcb_abc322_a,train,algorithm,kimi-k2.5,1.0,0.0,373,3237
dim2_lcb_abc322_a,train,algorithm,MiniMax-M2.7,0.3333333333333333,0.0,705,7077
dim2_lcb_abc322_a,train,algorithm,Qwen3-Max,1.0,0.0,367,3272
dim2_lcb_abc322_a,train,algorithm,qwen3.5-plus,1.0,0.0,4810,63025
dim2_lcb_1873_D,train,algorithm,claude-opus-4-6,1.0,0.0,1244,12716
dim2_lcb_1873_D,train,algorithm,claude-sonnet-4-6,0.0,0.0,1667,14683
dim2_lcb_1873_D,train,algorithm,gpt-5.4,0.0,0.0,675,3121
dim2_lcb_1873_D,train,algorithm,glm-5,1.0,0.0,3493,67543
dim2_lcb_1873_D,train,algorithm,kimi-k2.5,1.0,0.0,1114,33115
dim2_lcb_1873_D,train,algorithm,MiniMax-M2.7,1.0,0.0,2176,25949
dim2_lcb_1873_D,train,algorithm,Qwen3-Max,1.0,0.0,781,11324
dim2_lcb_1873_D,train,algorithm,qwen3.5-plus,1.0,0.0,3819,0
dim2_lcb_abc378_b,train,algorithm,claude-opus-4-6,1.0,0.0,663,3757
dim2_lcb_abc378_b,train,algorithm,claude-sonnet-4-6,1.0,0.0,754,4538
dim2_lcb_abc378_b,train,algorithm,gpt-5.4,0.0,0.0,633,3963
dim2_lcb_abc378_b,train,algorithm,glm-5,1.0,0.0,2848,38760
dim2_lcb_abc378_b,train,algorithm,kimi-k2.5,1.0,0.0,1160,38017
dim2_lcb_abc378_b,train,algorithm,MiniMax-M2.7,0.0,0.0,2275,31588
dim2_lcb_abc378_b,train,algorithm,Qwen3-Max,1.0,0.0,745,8172
dim2_lcb_abc378_b,train,algorithm,qwen3.5-plus,1.0,0.0,7080,87806
dim2_lcb_3655,train,algorithm,claude-opus-4-6,0.0,0.0,1914,22369
dim2_lcb_3655,train,algorithm,claude-sonnet-4-6,0.0,0.0,1616,18083
dim2_lcb_3655,train,algorithm,gpt-5.4,0.0,0.0,763,9944
dim2_lcb_3655,train,algorithm,glm-5,1.0,0.0,2511,0
dim2_lcb_3655,train,algorithm,kimi-k2.5,0.0,0.0,844,27246
dim2_lcb_3655,train,algorithm,MiniMax-M2.7,0.0,0.0,2978,0
dim2_lcb_3655,train,algorithm,Qwen3-Max,0.0,0.0,748,16384
dim2_lcb_3655,train,algorithm,qwen3.5-plus,0.0,0.0,1606,19608
dim2_lcb_3429,train,algorithm,claude-opus-4-6,0.0,0.0,318,2679
dim2_lcb_3429,train,algorithm,claude-sonnet-4-6,0.0,0.0,318,2337
dim2_lcb_3429,train,algorithm,gpt-5.4,0.0,0.0,283,1993
dim2_lcb_3429,train,algorithm,glm-5,0.0,0.0,839,13541
dim2_lcb_3429,train,algorithm,kimi-k2.5,0.0,0.0,296,3716
dim2_lcb_3429,train,algorithm,MiniMax-M2.7,0.0,0.0,1185,22680
dim2_lcb_3429,train,algorithm,Qwen3-Max,0.0,0.0,278,3590
dim2_lcb_3429,train,algorithm,qwen3.5-plus,0.0,0.0,3444,47393
dim2_lcb_3475,train,algorithm,claude-opus-4-6,0.0,0.0,473,3292
dim2_lcb_3475,train,algorithm,claude-sonnet-4-6,0.0,0.0,513,3676
dim2_lcb_3475,train,algorithm,gpt-5.4,0.0,0.0,446,2993
dim2_lcb_3475,train,algorithm,glm-5,0.0,0.0,2511,0
dim2_lcb_3475,train,algorithm,kimi-k2.5,0.0,0.0,1553,65947
dim2_lcb_3475,train,algorithm,MiniMax-M2.7,0.0,0.0,4789,64468
dim2_lcb_3475,train,algorithm,Qwen3-Max,0.0,0.0,536,9524
dim2_lcb_3475,train,algorithm,qwen3.5-plus,0.0,0.0,5616,83491
dim2_lcb_3334,train,algorithm,claude-opus-4-6,0.0,0.0,406,2953
dim2_lcb_3334,train,algorithm,claude-sonnet-4-6,0.0,0.0,420,3255
dim2_lcb_3334,train,algorithm,gpt-5.4,0.0,0.0,378,2770
dim2_lcb_3334,train,algorithm,glm-5,0.0,0.0,1302,20358
dim2_lcb_3334,train,algorithm,kimi-k2.5,0.0,0.0,370,5021
dim2_lcb_3334,train,algorithm,MiniMax-M2.7,0.0,0.0,1796,35323
dim2_lcb_3334,train,algorithm,Qwen3-Max,0.0,0.0,368,3446
dim2_lcb_3334,train,algorithm,qwen3.5-plus,0.0,0.0,5294,74082
dim2_lcb_3743,train,algorithm,claude-opus-4-6,0.0,0.0,1822,28959
dim2_lcb_3743,train,algorithm,claude-sonnet-4-6,0.0,0.0,1615,18689
dim2_lcb_3743,train,algorithm,gpt-5.4,0.0,0.0,786,7714
dim2_lcb_3743,train,algorithm,glm-5,1.0,0.0,2511,0
dim2_lcb_3743,train,algorithm,kimi-k2.5,0.0,0.0,1047,29951
dim2_lcb_3743,train,algorithm,MiniMax-M2.7,1.0,0.0,2978,0
dim2_lcb_3743,train,algorithm,Qwen3-Max,0.0,0.0,872,14815
dim2_lcb_3743,train,algorithm,qwen3.5-plus,1.0,0.0,3819,0
dim2_lcb_abc331_d,train,algorithm,claude-opus-4-6,0.0,0.0,1684,14098
dim2_lcb_abc331_d,train,algorithm,claude-sonnet-4-6,0.0,0.0,2108,17896
dim2_lcb_abc331_d,train,algorithm,gpt-5.4,0.0,0.0,1172,8708
dim2_lcb_abc331_d,train,algorithm,glm-5,0.0,0.0,2511,0
dim2_lcb_abc331_d,train,algorithm,kimi-k2.5,0.0,0.0,1752,53095
dim2_lcb_abc331_d,train,algorithm,MiniMax-M2.7,0.0,0.0,2978,0
dim2_lcb_abc331_d,train,algorithm,Qwen3-Max,0.0,0.0,1523,29598
dim2_lcb_abc331_d,train,algorithm,qwen3.5-plus,0.0,0.0,3819,0
dim2_lcb_abc384_a,train,algorithm,claude-opus-4-6,1.0,0.0,350,2476
dim2_lcb_abc384_a,train,algorithm,claude-sonnet-4-6,1.0,0.0,391,2526
dim2_lcb_abc384_a,train,algorithm,gpt-5.4,1.0,0.0,325,2198
dim2_lcb_abc384_a,train,algorithm,glm-5,1.0,0.0,1127,21478
dim2_lcb_abc384_a,train,algorithm,kimi-k2.5,1.0,0.0,340,2870
dim2_lcb_abc384_a,train,algorithm,MiniMax-M2.7,0.0,0.0,1050,15886
dim2_lcb_abc384_a,train,algorithm,Qwen3-Max,1.0,0.0,373,4775
dim2_lcb_abc384_a,train,algorithm,qwen3.5-plus,1.0,0.0,6190,86546
dim2_lcb_abc341_c,train,algorithm,claude-opus-4-6,0.0,0.0,2343,22976
dim2_lcb_abc341_c,train,algorithm,claude-sonnet-4-6,0.0,0.0,2377,19101
dim2_lcb_abc341_c,train,algorithm,gpt-5.4,0.0,0.0,1264,7952
dim2_lcb_abc341_c,train,algorithm,glm-5,1.0,0.0,2511,0
dim2_lcb_abc341_c,train,algorithm,kimi-k2.5,0.0,0.0,1787,45419
dim2_lcb_abc341_c,train,algorithm,MiniMax-M2.7,1.0,0.0,2978,0
dim2_lcb_abc341_c,train,algorithm,Qwen3-Max,1.0,0.0,1317,14069
dim2_lcb_abc341_c,train,algorithm,qwen3.5-plus,1.0,0.0,3819,0
dim2_lcb_3328,val,algorithm,claude-opus-4-6,0.0,0.0,636,6374
dim2_lcb_3328,val,algorithm,claude-sonnet-4-6,0.0,0.0,853,9132
dim2_lcb_3328,val,algorithm,gpt-5.4,0.0,0.0,386,2724
dim2_lcb_3328,val,algorithm,glm-5,1.0,0.0,2511,0
dim2_lcb_3328,val,algorithm,kimi-k2.5,0.0,0.0,2099,63977
dim2_lcb_3328,val,algorithm,MiniMax-M2.7,0.0,0.0,2978,0
dim2_lcb_3328,val,algorithm,Qwen3-Max,0.0,0.0,388,5827
dim2_lcb_3328,val,algorithm,qwen3.5-plus,0.0,0.0,2651,33679
dim2_lcb_3737,train,algorithm,claude-opus-4-6,0.0,0.0,2028,22097
dim2_lcb_3737,train,algorithm,claude-sonnet-4-6,0.0,0.0,2157,20194
dim2_lcb_3737,train,algorithm,gpt-5.4,0.0,0.0,1003,7539
dim2_lcb_3737,train,algorithm,glm-5,1.0,0.0,2511,0
dim2_lcb_3737,train,algorithm,kimi-k2.5,0.0,0.0,2402,61151
dim2_lcb_3737,train,algorithm,MiniMax-M2.7,0.0,0.0,2978,0
dim2_lcb_3737,train,algorithm,Qwen3-Max,0.0,0.0,859,8525
dim2_lcb_3737,train,algorithm,qwen3.5-plus,1.0,0.0,3819,0
dim2_lcb_abc374_f,train,algorithm,claude-opus-4-6,0.0,0.0,2304,30290
dim2_lcb_abc374_f,train,algorithm,claude-sonnet-4-6,0.0,0.0,2186,24205
dim2_lcb_abc374_f,train,algorithm,gpt-5.4,0.0,0.0,1084,11793
dim2_lcb_abc374_f,train,algorithm,glm-5,0.0,0.0,2511,0
dim2_lcb_abc374_f,train,algorithm,kimi-k2.5,0.0,0.0,2784,80561
dim2_lcb_abc374_f,train,algorithm,MiniMax-M2.7,0.0,0.0,2978,0
dim2_lcb_abc374_f,train,algorithm,Qwen3-Max,0.3333333333333333,0.0,942,11371
dim2_lcb_abc374_f,train,algorithm,qwen3.5-plus,1.0,0.0,3819,0
dim2_lcb_abc396_b,train,algorithm,claude-opus-4-6,1.0,0.0,720,2593
dim2_lcb_abc396_b,train,algorithm,claude-sonnet-4-6,1.0,0.0,723,2529
dim2_lcb_abc396_b,train,algorithm,gpt-5.4,1.0,0.0,707,2599
dim2_lcb_abc396_b,train,algorithm,glm-5,1.0,0.0,1553,24470
dim2_lcb_abc396_b,train,algorithm,kimi-k2.5,1.0,0.0,760,9482
dim2_lcb_abc396_b,train,algorithm,MiniMax-M2.7,1.0,0.0,1292,12426
dim2_lcb_abc396_b,train,algorithm,Qwen3-Max,0.0,0.0,801,7018
dim2_lcb_abc396_b,train,algorithm,qwen3.5-plus,1.0,0.0,7081,87887
dim2_lcb_3562,train,algorithm,claude-opus-4-6,0.0,0.0,4271,55669
dim2_lcb_3562,train,algorithm,claude-sonnet-4-6,0.0,0.0,2511,27345
dim2_lcb_3562,train,algorithm,gpt-5.4,0.0,0.0,976,11556
dim2_lcb_3562,train,algorithm,glm-5,0.0,0.0,2511,0
dim2_lcb_3562,train,algorithm,kimi-k2.5,0.0,0.0,1043,30001
dim2_lcb_3562,train,algorithm,MiniMax-M2.7,0.0,0.0,2978,0
dim2_lcb_3562,train,algorithm,Qwen3-Max,0.0,0.0,1034,22457
dim2_lcb_3562,train,algorithm,qwen3.5-plus,0.0,0.0,3819,0
dim2_lcb_abc310_b,train,algorithm,claude-opus-4-6,1.0,0.0,1276,3881
dim2_lcb_abc310_b,train,algorithm,claude-sonnet-4-6,1.0,0.0,1336,4294
dim2_lcb_abc310_b,train,algorithm,gpt-5.4,1.0,0.0,1212,3801
dim2_lcb_abc310_b,train,algorithm,glm-5,1.0,0.0,4084,67045
dim2_lcb_abc310_b,train,algorithm,kimi-k2.5,1.0,0.0,1644,35086
dim2_lcb_abc310_b,train,algorithm,MiniMax-M2.7,0.0,0.0,5349,87615
dim2_lcb_abc310_b,train,algorithm,Qwen3-Max,1.0,0.0,1324,9574
dim2_lcb_abc310_b,train,algorithm,qwen3.5-plus,1.0,0.0,7860,89237
dim2_lcb_abc381_a,train,algorithm,claude-opus-4-6,1.0,0.0,620,3545
dim2_lcb_abc381_a,train,algorithm,claude-sonnet-4-6,1.0,0.0,628,3066
dim2_lcb_abc381_a,train,algorithm,gpt-5.4,1.0,0.0,527,2529
dim2_lcb_abc381_a,train,algorithm,glm-5,1.0,0.0,1367,19328
dim2_lcb_abc381_a,train,algorithm,kimi-k2.5,1.0,0.0,563,5149
dim2_lcb_abc381_a,train,algorithm,MiniMax-M2.7,0.0,0.0,2677,43724
dim2_lcb_abc381_a,train,algorithm,Qwen3-Max,1.0,0.0,621,6086
dim2_lcb_abc381_a,train,algorithm,qwen3.5-plus,1.0,0.0,7758,88410
dim2_lcb_3355,val,algorithm,claude-opus-4-6,0.0,0.0,904,4221
dim2_lcb_3355,val,algorithm,claude-sonnet-4-6,0.0,0.0,917,3714
dim2_lcb_3355,val,algorithm,gpt-5.4,0.0,0.0,766,4284
dim2_lcb_3355,val,algorithm,glm-5,0.0,0.0,5950,85603
dim2_lcb_3355,val,algorithm,kimi-k2.5,0.0,0.0,1049,14321
dim2_lcb_3355,val,algorithm,MiniMax-M2.7,0.0,0.0,4760,69955
dim2_lcb_3355,val,algorithm,Qwen3-Max,0.0,0.0,770,3566
dim2_lcb_3355,val,algorithm,qwen3.5-plus,0.0,0.0,2608,26689
dim2_lcb_3612,train,algorithm,claude-opus-4-6,0.0,0.0,547,3957
dim2_lcb_3612,train,algorithm,claude-sonnet-4-6,0.0,0.0,515,3554
dim2_lcb_3612,train,algorithm,gpt-5.4,0.0,0.0,449,3673
dim2_lcb_3612,train,algorithm,glm-5,0.0,0.0,3150,45792
dim2_lcb_3612,train,algorithm,kimi-k2.5,0.0,0.0,506,8319
dim2_lcb_3612,train,algorithm,MiniMax-M2.7,0.0,0.0,2997,38920
dim2_lcb_3612,train,algorithm,Qwen3-Max,0.0,0.0,495,9048
dim2_lcb_3612,train,algorithm,qwen3.5-plus,1.0,0.0,3819,0
dim2_lcb_abc342_a,train,algorithm,claude-opus-4-6,1.0,0.0,258,2274
dim2_lcb_abc342_a,train,algorithm,claude-sonnet-4-6,1.0,0.0,261,2591
dim2_lcb_abc342_a,train,algorithm,gpt-5.4,1.0,0.0,313,4697
dim2_lcb_abc342_a,train,algorithm,glm-5,1.0,0.0,1702,32814
dim2_lcb_abc342_a,train,algorithm,kimi-k2.5,1.0,0.0,329,5314
dim2_lcb_abc342_a,train,algorithm,MiniMax-M2.7,1.0,0.0,831,9521
dim2_lcb_abc342_a,train,algorithm,Qwen3-Max,1.0,0.0,306,3465
dim2_lcb_abc342_a,train,algorithm,qwen3.5-plus,1.0,0.0,5246,84149
dim2_lcb_abc343_a,train,algorithm,claude-opus-4-6,0.0,0.0,305,2679
dim2_lcb_abc343_a,train,algorithm,claude-sonnet-4-6,0.0,0.0,317,2202
dim2_lcb_abc343_a,train,algorithm,gpt-5.4,0.0,0.0,295,3759
dim2_lcb_abc343_a,train,algorithm,glm-5,0.0,0.0,1276,21915
dim2_lcb_abc343_a,train,algorithm,kimi-k2.5,0.0,0.0,292,2235
dim2_lcb_abc343_a,train,algorithm,MiniMax-M2.7,0.0,0.0,919,10071
dim2_lcb_abc343_a,train,algorithm,Qwen3-Max,0.0,0.0,305,2188
dim2_lcb_abc343_a,train,algorithm,qwen3.5-plus,0.0,0.0,5160,79654
dim2_lcb_3525,train,algorithm,claude-opus-4-6,0.0,0.0,751,6237
dim2_lcb_3525,train,algorithm,claude-sonnet-4-6,0.0,0.0,754,5475
dim2_lcb_3525,train,algorithm,gpt-5.4,0.0,0.0,522,5391
dim2_lcb_3525,train,algorithm,glm-5,0.0,0.0,4043,85679
dim2_lcb_3525,train,algorithm,kimi-k2.5,0.0,0.0,628,14354
dim2_lcb_3525,train,algorithm,MiniMax-M2.7,0.0,0.0,4740,75267
dim2_lcb_3525,train,algorithm,Qwen3-Max,0.0,0.0,611,10648
dim2_lcb_3525,train,algorithm,qwen3.5-plus,0.0,0.0,2263,24373
dim2_lcb_3759,train,algorithm,claude-opus-4-6,0.0,0.0,1567,17513
dim2_lcb_3759,train,algorithm,claude-sonnet-4-6,0.0,0.0,993,6788
dim2_lcb_3759,train,algorithm,gpt-5.4,0.0,0.0,743,6470
dim2_lcb_3759,train,algorithm,glm-5,0.0,0.0,3875,74015
dim2_lcb_3759,train,algorithm,kimi-k2.5,0.0,0.0,1877,71828
dim2_lcb_3759,train,algorithm,MiniMax-M2.7,0.0,0.0,4901,84840
dim2_lcb_3759,train,algorithm,Qwen3-Max,0.0,0.0,732,9119
dim2_lcb_3759,train,algorithm,qwen3.5-plus,1.0,0.0,3819,0
dim2_lcb_3733,train,algorithm,claude-opus-4-6,0.0,0.0,3372,43709
dim2_lcb_3733,train,algorithm,claude-sonnet-4-6,0.0,0.0,4782,52511
dim2_lcb_3733,train,algorithm,gpt-5.4,0.0,0.0,1410,13398
dim2_lcb_3733,train,algorithm,glm-5,0.0,0.0,2511,0
dim2_lcb_3733,train,algorithm,kimi-k2.5,0.0,0.0,1708,57528
dim2_lcb_3733,train,algorithm,MiniMax-M2.7,0.0,0.0,2978,0
dim2_lcb_3733,train,algorithm,Qwen3-Max,0.0,0.0,1083,16723
dim2_lcb_3733,train,algorithm,qwen3.5-plus,0.0,0.0,3819,0
dim2_lcb_abc356_c,train,algorithm,claude-opus-4-6,1.0,0.0,1254,6537
dim2_lcb_abc356_c,train,algorithm,claude-sonnet-4-6,1.0,0.0,1168,4327
dim2_lcb_abc356_c,train,algorithm,gpt-5.4,0.0,0.0,1121,8548
dim2_lcb_abc356_c,train,algorithm,glm-5,1.0,0.0,4395,88665
dim2_lcb_abc356_c,train,algorithm,kimi-k2.5,0.0,0.0,1817,37345
dim2_lcb_abc356_c,train,algorithm,MiniMax-M2.7,0.0,0.0,3291,35262
dim2_lcb_abc356_c,train,algorithm,Qwen3-Max,1.0,0.0,1146,13027
dim2_lcb_abc356_c,train,algorithm,qwen3.5-plus,1.0,0.0,3819,0
dim2_lcb_3264,train,algorithm,claude-opus-4-6,0.0,0.0,1677,20543
dim2_lcb_3264,train,algorithm,claude-sonnet-4-6,0.0,0.0,900,4806
dim2_lcb_3264,train,algorithm,gpt-5.4,0.0,0.0,641,2430
dim2_lcb_3264,train,algorithm,glm-5,0.0,0.0,2511,0
dim2_lcb_3264,train,algorithm,kimi-k2.5,0.0,0.0,2079,78354
dim2_lcb_3264,train,algorithm,MiniMax-M2.7,0.0,0.0,2978,0
dim2_lcb_3264,train,algorithm,Qwen3-Max,0.0,0.0,805,12356
dim2_lcb_3264,train,algorithm,qwen3.5-plus,1.0,0.0,3819,0
dim2_lcb_abc393_e,train,algorithm,claude-opus-4-6,0.0,0.0,2095,23172
dim2_lcb_abc393_e,train,algorithm,claude-sonnet-4-6,0.0,0.0,1917,21526
dim2_lcb_abc393_e,train,algorithm,gpt-5.4,0.0,0.0,804,6448
dim2_lcb_abc393_e,train,algorithm,glm-5,0.0,0.0,2511,0
dim2_lcb_abc393_e,train,algorithm,kimi-k2.5,0.0,0.0,2232,89783
dim2_lcb_abc393_e,train,algorithm,MiniMax-M2.7,0.0,0.0,2978,0
dim2_lcb_abc393_e,train,algorithm,Qwen3-Max,1.0,0.0,909,12317
dim2_lcb_abc393_e,train,algorithm,qwen3.5-plus,1.0,0.0,3819,0
dim2_lcb_3055,train,algorithm,claude-opus-4-6,0.0,0.0,325,2891
dim2_lcb_3055,train,algorithm,claude-sonnet-4-6,0.0,0.0,325,2735
dim2_lcb_3055,train,algorithm,gpt-5.4,0.0,0.0,298,1950
dim2_lcb_3055,train,algorithm,glm-5,0.0,0.0,872,13631
dim2_lcb_3055,train,algorithm,kimi-k2.5,0.0,0.0,780,28205
dim2_lcb_3055,train,algorithm,MiniMax-M2.7,0.0,0.0,3675,50432
dim2_lcb_3055,train,algorithm,Qwen3-Max,0.0,0.0,308,2516
dim2_lcb_3055,train,algorithm,qwen3.5-plus,0.0,0.0,3703,47115
dim2_lcb_3683,train,algorithm,claude-opus-4-6,0.0,0.0,1738,23970
dim2_lcb_3683,train,algorithm,claude-sonnet-4-6,0.0,0.0,504,4849
dim2_lcb_3683,train,algorithm,gpt-5.4,0.0,0.0,347,2722
dim2_lcb_3683,train,algorithm,glm-5,1.0,0.0,2511,0
dim2_lcb_3683,train,algorithm,kimi-k2.5,0.0,0.0,1021,40062
dim2_lcb_3683,train,algorithm,MiniMax-M2.7,1.0,0.0,2978,0
dim2_lcb_3683,train,algorithm,Qwen3-Max,0.0,0.0,409,8092
dim2_lcb_3683,train,algorithm,qwen3.5-plus,1.0,0.0,3819,0
dim2_lcb_abc361_a,train,algorithm,claude-opus-4-6,1.0,0.0,383,2326
dim2_lcb_abc361_a,train,algorithm,claude-sonnet-4-6,1.0,0.0,383,2097
dim2_lcb_abc361_a,train,algorithm,gpt-5.4,1.0,0.0,367,2304
dim2_lcb_abc361_a,train,algorithm,glm-5,1.0,0.0,825,13085
dim2_lcb_abc361_a,train,algorithm,kimi-k2.5,1.0,0.0,366,2450
dim2_lcb_abc361_a,train,algorithm,MiniMax-M2.7,0.0,0.0,1537,17788
dim2_lcb_abc361_a,train,algorithm,Qwen3-Max,1.0,0.0,407,3652
dim2_lcb_abc361_a,train,algorithm,qwen3.5-plus,1.0,0.0,5122,59928
dim2_lcb_abc396_a,train,algorithm,claude-opus-4-6,1.0,0.0,523,2781
dim2_lcb_abc396_a,train,algorithm,claude-sonnet-4-6,1.0,0.0,522,2468
dim2_lcb_abc396_a,train,algorithm,gpt-5.4,1.0,0.0,496,2296
dim2_lcb_abc396_a,train,algorithm,glm-5,1.0,0.0,799,9073
dim2_lcb_abc396_a,train,algorithm,kimi-k2.5,1.0,0.0,492,3265
dim2_lcb_abc396_a,train,algorithm,MiniMax-M2.7,0.0,0.0,1697,19880
dim2_lcb_abc396_a,train,algorithm,Qwen3-Max,1.0,0.0,541,4900
dim2_lcb_abc396_a,train,algorithm,qwen3.5-plus,1.0,0.0,6213,70092
dim2_lcb_abc354_c,train,algorithm,claude-opus-4-6,1.0,0.0,1757,19036
dim2_lcb_abc354_c,train,algorithm,claude-sonnet-4-6,0.0,0.0,1586,16342
dim2_lcb_abc354_c,train,algorithm,gpt-5.4,1.0,0.0,673,3630
dim2_lcb_abc354_c,train,algorithm,glm-5,1.0,0.0,5266,83153
dim2_lcb_abc354_c,train,algorithm,kimi-k2.5,0.0,0.0,2048,60823
dim2_lcb_abc354_c,train,algorithm,MiniMax-M2.7,0.0,0.0,2990,53383
dim2_lcb_abc354_c,train,algorithm,Qwen3-Max,1.0,0.0,747,10306
dim2_lcb_abc354_c,train,algorithm,qwen3.5-plus,1.0,0.0,3819,0
dim2_lcb_3225,train,algorithm,claude-opus-4-6,0.0,0.0,626,3615
dim2_lcb_3225,train,algorithm,claude-sonnet-4-6,0.0,0.0,641,3008
dim2_lcb_3225,train,algorithm,gpt-5.4,0.0,0.0,572,4251
dim2_lcb_3225,train,algorithm,glm-5,0.0,0.0,2532,33985
dim2_lcb_3225,train,algorithm,kimi-k2.5,0.0,0.0,609,6447
dim2_lcb_3225,train,algorithm,MiniMax-M2.7,0.0,0.0,4781,63136
dim2_lcb_3225,train,algorithm,Qwen3-Max,0.0,0.0,562,3564
dim2_lcb_3225,train,algorithm,qwen3.5-plus,0.0,0.0,7528,85478
dim2_lcb_2757,train,algorithm,claude-opus-4-6,0.0,0.0,915,8617
dim2_lcb_2757,train,algorithm,claude-sonnet-4-6,0.0,0.0,1152,9771
dim2_lcb_2757,train,algorithm,gpt-5.4,0.0,0.0,662,8518
dim2_lcb_2757,train,algorithm,glm-5,1.0,0.0,2511,0
dim2_lcb_2757,train,algorithm,kimi-k2.5,0.0,0.0,1989,88954
dim2_lcb_2757,train,algorithm,MiniMax-M2.7,1.0,0.0,2978,0
dim2_lcb_2757,train,algorithm,Qwen3-Max,0.0,0.0,786,16436
dim2_lcb_2757,train,algorithm,qwen3.5-plus,0.0,0.0,1570,20325
dim2_lcb_2917,train,algorithm,claude-opus-4-6,0.0,0.0,758,2502
dim2_lcb_2917,train,algorithm,claude-sonnet-4-6,0.0,0.0,758,2819
dim2_lcb_2917,train,algorithm,gpt-5.4,0.0,0.0,707,3478
dim2_lcb_2917,train,algorithm,glm-5,0.0,0.0,2073,30242
dim2_lcb_2917,train,algorithm,kimi-k2.5,0.0,0.0,682,4456
dim2_lcb_2917,train,algorithm,MiniMax-M2.7,0.0,0.0,4990,58024
dim2_lcb_2917,train,algorithm,Qwen3-Max,0.0,0.0,694,5077
dim2_lcb_2917,train,algorithm,qwen3.5-plus,0.0,0.0,6380,72562
dim2_lcb_3239,train,algorithm,claude-opus-4-6,0.0,0.0,790,5544
dim2_lcb_3239,train,algorithm,claude-sonnet-4-6,0.0,0.0,1445,10944
dim2_lcb_3239,train,algorithm,gpt-5.4,0.0,0.0,646,6954
dim2_lcb_3239,train,algorithm,glm-5,0.0,0.0,2511,0
dim2_lcb_3239,train,algorithm,kimi-k2.5,0.0,0.0,1332,34514
dim2_lcb_3239,train,algorithm,MiniMax-M2.7,0.0,0.0,5791,85048
dim2_lcb_3239,train,algorithm,Qwen3-Max,0.0,0.0,686,10412
dim2_lcb_3239,train,algorithm,qwen3.5-plus,0.0,0.0,1362,15664
dim2_lcb_abc318_b,train,algorithm,claude-opus-4-6,1.0,0.0,587,3170
dim2_lcb_abc318_b,train,algorithm,claude-sonnet-4-6,1.0,0.0,584,2833
dim2_lcb_abc318_b,train,algorithm,gpt-5.4,1.0,0.0,552,4877
dim2_lcb_abc318_b,train,algorithm,glm-5,1.0,0.0,3976,65845
dim2_lcb_abc318_b,train,algorithm,kimi-k2.5,1.0,0.0,1030,33223
dim2_lcb_abc318_b,train,algorithm,MiniMax-M2.7,0.0,0.0,2692,30432
dim2_lcb_abc318_b,train,algorithm,Qwen3-Max,1.0,0.0,782,14616
dim2_lcb_abc318_b,train,algorithm,qwen3.5-plus,1.0,0.0,7536,87203
dim2_lcb_abc333_a,train,algorithm,claude-opus-4-6,1.0,0.0,179,2287
dim2_lcb_abc333_a,train,algorithm,claude-sonnet-4-6,1.0,0.0,179,2072
dim2_lcb_abc333_a,train,algorithm,gpt-5.4,1.0,0.0,167,2112
dim2_lcb_abc333_a,train,algorithm,glm-5,1.0,0.0,404,6964
dim2_lcb_abc333_a,train,algorithm,kimi-k2.5,1.0,0.0,161,1302
dim2_lcb_abc333_a,train,algorithm,MiniMax-M2.7,0.0,0.0,395,4158
dim2_lcb_abc333_a,train,algorithm,Qwen3-Max,1.0,0.0,176,1228
dim2_lcb_abc333_a,train,algorithm,qwen3.5-plus,1.0,0.0,1716,23174
dim2_lcb_abc348_d,train,algorithm,claude-opus-4-6,0.0,0.0,2436,27533
dim2_lcb_abc348_d,train,algorithm,claude-sonnet-4-6,0.0,0.0,4995,80627
dim2_lcb_abc348_d,train,algorithm,gpt-5.4,0.0,0.0,1678,15687
dim2_lcb_abc348_d,train,algorithm,glm-5,0.0,0.0,2511,0
dim2_lcb_abc348_d,train,algorithm,kimi-k2.5,0.0,0.0,2451,88777
dim2_lcb_abc348_d,train,algorithm,MiniMax-M2.7,0.0,0.0,2978,0
dim2_lcb_abc348_d,train,algorithm,Qwen3-Max,0.6666666666666666,0.0,1518,31951
